City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,yar-sale,66.8333,70.8333,-21.4,93,72,6.77,RU,1681348301
297,liwale,-9.7667,37.9333,20.04,99,84,0.54,TZ,1681348792
298,benguela,-12.5763,13.4055,25.87,85,100,1.27,AO,1681348792
299,geraldton,-28.7667,114.6,18.23,82,40,5.14,AU,1681348305
300,saveh,35.0213,50.3566,18.98,56,100,3.52,IR,1681348792
301,lincoln,40.8,-96.667,26.11,34,0,8.75,US,1681348522
302,bage,-31.3314,-54.1069,17.19,95,28,4.52,BR,1681348792
303,saint anthony,45.0205,-93.218,26.96,47,0,3.09,US,1681348333
304,beni suef,29.0731,31.0979,13.42,61,0,1.14,EG,1681348792
305,abu samrah,35.3029,37.1841,9.62,85,35,8.1,SY,1681348792
306,dakar,14.6937,-17.4441,22.49,85,43,6.58,SN,1681348283
307,salalah,17.0151,54.0924,27.05,78,40,1.54,OM,1681348016
308,kuching,1.55,110.3333,29.56,75,20,2.24,MY,1681348520
309,fairbanks,64.8378,-147.7164,-3.55,74,100,5.14,US,1681348014
310,neuquen,-38.9516,-68.0591,7.94,87,0,0.0,AR,1681348492
311,chicama,-7.8447,-79.1469,26.3,73,86,2.18,PE,1681348793
312,caldas novas,-17.7417,-48.625,20.24,91,59,0.93,BR,1681348793
313,tara,56.8944,74.371,0.51,83,42,3.53,RU,1681348793
314,stornoway,58.2093,-6.3865,5.98,80,100,6.17,GB,1681348635
315,sosnogorsk,63.6023,53.8817,-17.54,79,0,4.9,RU,1681348793
316,katsuura,35.1333,140.3,15.0,50,57,5.26,JP,1681348299
317,pangai,-19.8,-174.35,30.06,74,40,4.63,TO,1681348793
318,sosnovo-ozerskoye,52.5249,111.5418,-1.14,65,100,2.31,RU,1681348392
319,manado,1.487,124.8455,32.43,62,20,1.03,ID,1681348793
320,boueni,-12.9025,45.0761,25.99,70,64,0.75,YT,1681348326
321,udachnyy,66.4167,112.4,-10.86,51,10,3.81,RU,1681348793
322,meshcherino,55.1957,38.36,5.9,66,100,3.46,RU,1681348793
323,guerrero negro,27.9769,-114.0611,15.5,75,100,8.31,MX,1681348276
324,sulphur,30.2366,-93.3774,19.98,64,100,4.63,US,1681348793
325,bambous virieux,-20.3428,57.7575,24.01,85,9,1.95,MU,1681348275
326,mount gambier,-37.8333,140.7667,19.14,72,28,2.35,AU,1681348364
327,bathsheba,13.2167,-59.5167,26.34,69,40,6.69,BB,1681348308
328,camacha,33.0833,-16.3333,15.68,72,20,3.6,PT,1681348298
329,grand gaube,-20.0064,57.6608,24.1,90,57,2.27,MU,1681348794
330,tyret pervaya,53.6703,102.3106,-2.56,49,19,2.66,RU,1681348794
331,rawson,-43.3002,-65.1023,7.92,53,2,4.8,AR,1681348794
332,cochrane,51.1834,-114.4687,4.39,54,95,1.92,CA,1681348521
333,san quintin,30.4833,-115.95,14.84,76,100,6.67,MX,1681348794
334,vostok,46.4856,135.8833,1.17,63,100,6.56,RU,1681348794
335,inndyr,67.0338,14.0276,9.02,80,100,6.49,NO,1681348794
336,arlit,18.7369,7.3853,25.37,11,97,4.27,NE,1681348794
337,kambove,-10.8764,26.5969,15.82,98,96,1.23,CD,1681348795
338,bilma,18.6853,12.9164,22.13,11,1,4.16,NE,1681348795
339,baikunthpur,23.25,82.55,25.0,20,100,1.01,IN,1681348756
340,anaconda,46.1285,-112.9423,1.69,93,100,2.47,US,1681348795
341,sakakah,29.9697,40.2064,12.53,54,0,6.74,SA,1681348152
342,nuuk,64.1835,-51.7216,-0.66,86,0,3.09,GL,1681348364
343,ngunguru,-35.6167,174.5,20.64,72,32,3.48,NZ,1681348795
344,shalya,57.2471,58.7298,1.25,86,4,2.37,RU,1681348795
345,cherskiy,68.75,161.3,-16.99,85,100,1.86,RU,1681348325
346,wangqing,43.3218,129.7634,10.47,26,99,1.45,CN,1681348795
347,cap malheureux,-19.9842,57.6142,24.15,90,47,2.15,MU,1681348795
348,labuhan,-6.8844,112.2051,26.94,81,100,2.57,ID,1681348302
349,sambava,-14.2667,50.1667,23.12,92,15,1.51,MG,1681348795
350,gizo,-8.103,156.8419,28.23,71,91,1.04,SB,1681348399
351,leningradskiy,69.3833,178.4167,-16.65,88,90,2.56,RU,1681348796
352,hobyo,5.3505,48.5268,27.65,75,100,3.76,SO,1681348796
353,misrikh,27.45,80.5167,26.58,24,95,2.99,IN,1681348796
354,beyneu,45.3167,55.2,18.59,41,85,9.01,KZ,1681348796
355,viljoenskroon,-27.2084,26.9485,11.35,62,84,2.6,ZA,1681348796
356,kahului,20.8947,-156.47,28.01,59,40,9.26,US,1681348298
357,lasa,46.6166,10.7002,7.23,98,100,0.84,IT,1681348385
358,cherdyn,60.403,56.4787,-0.76,93,100,3.42,RU,1681348797
359,misratah,32.3754,15.0925,17.24,49,0,4.98,LY,1681348797
360,cabra,37.4725,-4.4421,10.82,80,100,1.53,ES,1681348797
361,broome,42.2506,-75.833,19.28,53,0,3.86,US,1681348378
362,chapleau,47.8405,-83.4034,8.05,76,0,1.54,CA,1681348797
363,malgobek,43.5092,44.5931,13.94,77,100,4.34,RU,1681348797
364,varberg,57.1056,12.2508,7.25,83,100,8.02,SE,1681348797
365,sol-iletsk,51.1631,54.9918,10.03,59,100,4.36,RU,1681348797
366,saint paul,44.9444,-93.0933,27.31,44,0,3.09,US,1681348797
367,charters towers,-20.1,146.2667,31.43,38,13,2.91,AU,1681348752
368,waddan,29.1614,16.139,17.05,16,0,3.35,LY,1681348304
369,kawalu,-7.3817,108.2082,24.32,88,100,0.31,ID,1681348797
370,almaznyy,48.0448,40.045,9.72,75,100,4.56,RU,1681348798
371,igarka,67.4667,86.5833,-27.28,98,100,4.19,RU,1681348798
372,torzhok,57.0436,34.9622,6.31,75,100,2.19,RU,1681348798
373,college,64.8569,-147.8028,-3.56,75,100,5.14,US,1681348382
374,muktsar,30.4833,74.5167,23.84,26,0,1.44,IN,1681348798
375,caravelas,-17.7125,-39.2481,24.2,88,100,1.32,BR,1681348345
376,pacific grove,36.6177,-121.9166,15.3,70,40,7.6,US,1681348019
377,luwuk,-0.9516,122.7875,29.46,72,100,1.18,ID,1681348798
378,baykit,61.67,96.37,-7.51,94,100,3.23,RU,1681348798
379,hambantota,6.1241,81.1185,24.19,100,20,1.03,LK,1681348305
380,ussel,45.55,2.3167,2.37,93,80,2.75,FR,1681348798
381,tokonou,9.65,-9.7833,25.09,30,45,0.03,GN,1681348798
382,polewali,-3.4324,119.3435,29.49,72,63,0.32,ID,1681348799
383,hong gai,20.956,107.0946,24.95,97,100,2.33,VN,1681348799
384,riberalta,-10.9833,-66.1,23.99,92,99,1.06,BO,1681348799
385,anadyr,64.75,177.4833,-18.72,71,0,4.0,RU,1681348799
386,fougamou,-1.2154,10.5838,22.87,97,83,0.72,GA,1681348799
387,helsinki,60.1695,24.9355,7.21,56,0,10.28,FI,1681348384
388,ormara,25.2088,64.6357,25.48,74,36,6.25,PK,1681348799
389,fujin,47.26,132.0322,6.51,34,48,7.01,CN,1681348799
390,maua,-23.6678,-46.4614,22.42,81,0,1.75,BR,1681348799
391,acapulco,16.8634,-99.8901,28.9,65,20,4.12,MX,1681348508
392,cayenne,4.9333,-52.3333,25.02,94,75,1.54,GF,1681348653
393,cukai,4.25,103.4167,27.97,78,86,0.76,MY,1681348801
394,dzerzhinsk,56.2389,43.4631,1.9,87,0,0.0,RU,1681348801
395,manzil kamil,35.6248,10.6673,16.69,100,0,3.09,TN,1681348801
396,obidos,-1.9175,-55.5181,24.6,89,66,1.13,BR,1681348802
397,touros,-5.1989,-35.4608,24.93,90,39,5.34,BR,1681348401
398,albury,-36.0833,146.9167,20.01,100,2,1.79,AU,1681348802
399,stromness,58.965,-3.296,6.6,82,95,6.26,GB,1681348802
400,sabha,27.0377,14.4283,17.04,15,0,3.45,LY,1681348802
401,ambunti,-4.2365,142.8448,28.64,71,100,1.41,PG,1681348804
402,dhidhdhoo,6.8833,73.1,28.48,72,2,2.96,MV,1681348804
403,sharjah,25.3573,55.4033,28.99,41,0,2.06,AE,1681348804
404,san lazaro,18.0387,-88.6622,24.0,82,90,2.9,BZ,1681348805
405,port macquarie,-31.4333,152.9167,22.16,63,56,6.7,AU,1681348206
406,tual,-5.6667,132.75,28.6,75,79,3.54,ID,1681348361
407,teguise,29.0605,-13.564,16.12,82,0,6.69,ES,1681348805
408,bonthe,7.5264,-12.505,26.48,85,55,2.43,SL,1681348805
409,vao,-22.6667,167.4833,25.22,74,100,1.27,NC,1681348282
410,morros,-9.4467,-46.3003,25.65,67,100,0.27,BR,1681348806
411,murud,18.3258,72.965,27.81,70,100,3.11,IN,1681348806
412,goulburn,-34.75,149.7167,16.55,67,57,2.68,AU,1681348504
413,carnduff,49.1667,-101.8009,7.97,60,57,4.0,CA,1681348519
414,karratha,-20.7377,116.8463,30.39,60,100,4.45,AU,1681348806
415,seoul,37.5683,126.9778,11.66,17,72,1.9,KR,1681348532
416,bang saphan,11.2126,99.5117,28.33,72,87,2.93,TH,1681348806
417,diamantino,-14.4086,-56.4461,22.84,91,83,1.21,BR,1681348729
418,marica,-22.9194,-42.8186,25.95,89,100,2.62,BR,1681348807
419,farafangana,-22.8167,47.8333,22.39,92,100,2.05,MG,1681348807
420,huilong,31.8111,121.655,17.74,64,100,7.37,CN,1681348807
421,pogar,52.554,33.2591,9.89,69,100,5.52,RU,1681348807
422,toora-khem,52.4675,96.11,-7.57,72,14,1.78,RU,1681348807
423,zheleznodorozhnyy,55.7503,38.0042,8.38,64,100,2.7,RU,1681348807
424,taiobeiras,-15.8078,-42.2331,20.07,86,93,1.86,BR,1681348549
425,ahuimanu,21.4447,-157.8378,28.84,68,40,9.77,US,1681348314
426,majene,-3.5403,118.9707,29.48,69,27,0.98,ID,1681348808
427,ostersund,63.1792,14.6357,4.25,100,100,12.52,SE,1681348809
428,malanje,-9.5402,16.341,16.69,98,100,0.54,AO,1681348809
429,buritizeiro,-17.3511,-44.9622,22.28,74,23,1.31,BR,1681348809
430,council bluffs,41.2619,-95.8608,27.12,28,20,7.72,US,1681348809
431,havre-saint-pierre,50.2334,-63.5986,2.0,93,40,3.09,CA,1681348809
432,den helder,52.9599,4.7593,7.76,88,75,5.81,NL,1681348597
433,atar,20.5169,-13.0499,24.7,57,19,0.9,MR,1681348809
434,petropavlovsk-kamchatskiy,53.0452,158.6483,0.33,69,75,7.0,RU,1681348374
435,ahipara,-35.1667,173.1667,21.1,69,53,3.15,NZ,1681348354
436,cravo norte,6.3017,-70.2041,29.72,57,99,2.23,CO,1681348367
437,nanortalik,60.1432,-45.2371,0.51,89,100,1.9,GL,1681348810
438,dicabisagan,17.0818,122.4157,27.64,78,100,0.63,PH,1681348810
439,tanete,-3.9443,119.7848,29.72,71,95,1.29,ID,1681348810
440,lebedinyy,58.5167,125.5167,-5.35,86,100,2.58,RU,1681348810
441,vestmannaeyjar,63.4427,-20.2734,6.1,67,23,2.94,IS,1681348321
442,vakhrushev,48.9833,142.9667,1.52,88,37,3.55,RU,1681348810
443,loandjili,-4.7561,11.8578,25.6,86,100,2.49,CG,1681348811
444,vredendal,-31.6683,18.5012,15.98,73,100,2.4,ZA,1681348811
445,ternate,0.8,127.4,29.11,72,17,1.69,ID,1681348272
446,adolfo lopez mateos,28.4667,-107.3,20.52,20,97,8.37,MX,1681348811
447,berlevag,70.8578,29.0864,-2.03,59,10,10.29,NO,1681348811
448,tessalit,20.1986,1.0114,28.19,9,100,2.37,ML,1681348314
449,aktash,50.3,87.7333,-13.84,75,100,2.68,RU,1681348812
450,tungor,53.3808,142.9564,-1.41,96,100,9.43,RU,1681348812
451,mersing,2.4312,103.8405,26.95,94,40,1.03,MY,1681348812
452,mashhad,36.297,59.6062,20.08,32,0,4.12,IR,1681348812
453,talcahuano,-36.7167,-73.1167,12.82,94,100,3.09,CL,1681348320
454,aosta,45.7667,7.4167,1.88,61,73,1.79,IT,1681348812
455,quatre cocos,-20.2078,57.7625,23.94,86,23,1.94,MU,1681348272
456,sembakung,3.8167,117.25,28.16,79,100,0.8,ID,1681348812
457,kandrian,-6.2167,149.55,28.46,80,66,3.74,PG,1681348813
458,katherine,-14.4667,132.2667,30.18,66,75,0.51,AU,1681348813
459,husavik,66.0449,-17.3389,-0.18,86,41,2.82,IS,1681348352
460,liberal,37.0431,-100.921,27.58,29,0,15.43,US,1681348813
461,olafsvik,64.8945,-23.7142,2.82,73,100,3.02,IS,1681348334
462,fortuna,40.5982,-124.1573,10.19,68,6,4.47,US,1681348318
463,dargaville,-35.9333,173.8833,21.24,70,58,3.28,NZ,1681348814
464,bengkulu,-3.8004,102.2655,25.23,82,54,1.59,ID,1681348292
465,pauini,-7.7136,-66.9764,25.77,81,99,1.05,BR,1681348814
466,salinas,36.6777,-121.6555,15.53,64,20,6.69,US,1681348814
467,nemuro,43.3236,145.575,4.91,59,32,8.91,JP,1681348814
468,youghal,51.95,-7.8506,3.64,95,1,4.93,IE,1681348814
469,paamiut,61.994,-49.6678,0.12,72,74,2.27,GL,1681348815
470,saquena,-4.6667,-73.5167,23.93,95,60,0.96,PE,1681348815
471,asau,46.4333,26.4,5.71,90,100,1.59,RO,1681348815
472,keroka,-0.7758,34.9453,10.87,96,88,1.07,KE,1681348815
473,rio brilhante,-21.8019,-54.5464,22.17,90,1,1.18,BR,1681348815
474,nhlangano,-27.1167,31.2,11.94,46,100,2.29,SZ,1681348816
475,porto novo,6.4965,2.6036,27.1,84,40,2.59,BJ,1681348816
476,dingle,10.9995,122.6711,29.61,63,12,2.94,PH,1681348391
477,setermoen,68.861,18.3486,2.84,74,29,1.34,NO,1681348816
478,naze,28.3667,129.4833,19.53,69,0,6.18,JP,1681348070
479,pontes e lacerda,-15.2261,-59.3353,22.49,95,100,1.07,BR,1681348816
480,westport,41.1415,-73.3579,24.16,51,0,1.54,US,1681348377
481,alofi,-19.0595,-169.9187,28.94,65,75,6.69,NU,1681348320
482,arucas,28.1198,-15.5233,20.43,61,21,2.24,ES,1681348817
483,krasnoselkup,65.7,82.4667,-24.65,97,99,4.76,RU,1681348394
484,turan,16.0678,108.2208,26.99,89,75,1.03,VN,1681348799
485,dombarovskiy,50.7587,59.5386,9.31,60,100,4.33,RU,1681348817
486,gasan,13.3237,121.8467,26.36,87,100,4.02,PH,1681348817
487,chokurdakh,70.6333,147.9167,-15.13,90,10,2.51,RU,1681348291
488,portland,45.5234,-122.6762,11.01,67,83,3.13,US,1681348475
489,miri,4.4148,114.0089,30.08,74,40,1.03,MY,1681348817
490,luwingu,-10.2621,29.9271,17.06,97,100,1.27,ZM,1681348817
491,gornopravdinsk,60.05,69.9,-6.84,93,100,4.43,RU,1681348818
492,plettenberg bay,-34.0527,23.3716,14.6,63,91,2.11,ZA,1681348818
493,gandia,38.9667,-0.1833,17.53,76,100,3.13,ES,1681348818
494,guerrero,17.6667,-100.0,22.79,58,83,2.94,MX,1681348819
495,kokoda,-8.8785,147.7407,30.4,68,60,1.39,PG,1681348394
496,kasongo-lunda,-6.4667,16.8167,19.16,99,98,0.9,CD,1681348819
497,balyaga,51.1507,108.921,-2.5,80,100,4.81,RU,1681348819
498,ust-kut,56.7938,105.7672,-3.96,72,75,2.7,RU,1681348819
499,turukhansk,65.8167,87.9833,-28.06,100,100,2.03,RU,1681348375
500,osijek,45.5511,18.6939,9.12,75,0,3.09,HR,1681348819
501,itea,38.4333,22.4167,13.45,75,0,2.67,GR,1681348820
502,lakes entrance,-37.8811,147.981,16.2,80,99,2.73,AU,1681348820
503,bac lieu,9.285,105.7244,29.28,67,40,3.05,VN,1681348348
504,zhezkazgan,47.8043,67.7144,9.05,42,95,2.55,KZ,1681348302
505,scottsbluff,41.8666,-103.6672,27.13,16,0,4.12,US,1681348820
506,narasannapeta,18.4167,84.05,28.01,57,0,1.64,IN,1681348820
507,yulara,-25.2406,130.9889,28.07,35,50,1.6,AU,1681348303
508,khatanga,71.9667,102.5,-17.79,70,0,9.93,RU,1681348329
509,nome,64.5011,-165.4064,-14.96,56,0,2.06,US,1681348087
510,anloga,5.7947,0.8973,27.93,81,22,4.32,GH,1681348821
511,zonguldak,41.25,31.8333,5.77,89,98,2.96,TR,1681348784
512,aldan,58.6031,125.3894,-4.48,87,100,2.21,RU,1681348821
513,banda aceh,5.5577,95.3222,27.65,77,91,3.07,ID,1681348386
514,ascension,30.2169,-90.9001,19.12,76,100,4.0,US,1681348821
515,pevek,69.7008,170.3133,-18.17,85,98,1.44,RU,1681348336
516,walvis bay,-22.9575,14.5053,14.98,80,0,1.09,NA,1681348368
517,vanimo,-2.6741,141.3028,29.27,66,58,1.23,PG,1681348822
518,skjervoy,70.0311,20.9714,4.0,77,10,7.47,NO,1681348822
519,chipinge,-20.1883,32.6236,13.14,95,0,1.18,ZW,1681348822
520,sorong,-0.8833,131.25,28.2,82,99,4.49,ID,1681348822
521,ribeirao das neves,-19.7669,-44.0867,20.88,81,0,1.54,BR,1681348767
522,harper,4.375,-7.7169,26.67,85,1,3.24,LR,1681348369
523,pangoa,-12.1167,-73.0,22.0,92,100,1.15,PE,1681348823
524,sept-iles,50.2001,-66.3821,8.29,60,20,4.63,CA,1681348823
525,jacareacanga,-6.2222,-57.7528,23.91,93,100,0.75,BR,1681348823
526,matagami,49.7502,-77.6328,3.06,70,0,0.0,CA,1681348824
527,carmelo,-33.9892,-58.2856,15.5,74,100,3.89,UY,1681348824
528,matui,-4.8,38.25,19.46,95,100,0.51,TZ,1681348824
529,atbasar,51.8,68.3333,5.29,56,3,2.99,KZ,1681348824
530,bull savanna,17.8868,-77.5902,23.72,83,6,2.09,JM,1681348824
531,cockburn town,21.4612,-71.1419,24.98,78,40,4.12,TC,1681348378
532,arkhangelsk,64.5401,40.5433,-10.94,72,0,4.0,RU,1681348825
533,buala,-8.145,159.5921,26.59,83,90,1.73,SB,1681348280
534,vila franca do campo,37.7167,-25.4333,15.23,88,100,1.62,PT,1681348372
535,la serena,-29.9078,-71.2542,14.73,94,20,1.03,CL,1681348825
536,molepolole,-24.4066,25.4951,16.64,58,0,3.37,BW,1681348825
537,kemijarvi,66.7131,27.4306,-7.04,95,15,2.94,FI,1681348825
538,fereydun kenar,36.6864,52.5225,17.12,88,0,0.0,IR,1681348826
539,cameta,-2.2444,-49.4958,24.84,89,100,1.63,BR,1681348365
540,ulaangom,49.9811,92.0667,-6.44,54,17,1.86,MN,1681348826
541,neiafu,-18.65,-173.9833,29.38,79,40,6.17,TO,1681348826
542,quchan,37.106,58.5095,17.39,27,100,3.83,IR,1681348826
543,wajima,37.4,136.9,15.38,54,0,6.17,JP,1681348826
544,gaya,24.7833,85.0,23.95,43,7,0.0,IN,1681348826
545,margate,51.3813,1.3862,7.17,83,100,1.34,GB,1681348363
546,lerwick,60.1545,-1.1494,6.0,82,15,7.38,GB,1681348826
547,sarany,58.5,58.8833,-0.32,95,78,1.34,RU,1681348826
548,porto velho,-8.7619,-63.9039,25.03,88,20,1.03,BR,1681348609
549,tomatlan,19.9333,-105.25,25.19,47,8,2.69,MX,1681348289
550,bani,18.2833,-70.3333,26.59,83,45,1.84,DO,1681348827
551,ilulissat,69.2167,-51.1,-5.99,100,100,0.0,GL,1681348358
552,apodaca,25.7667,-100.2,25.05,41,0,5.66,MX,1681348827
553,marovoay,-16.1,46.6333,23.29,90,10,0.45,MG,1681348827
554,akureyri,65.6835,-18.0878,-1.77,89,47,1.65,IS,1681348407
555,viedma,-40.8135,-62.9967,9.79,55,41,6.1,AR,1681348827
556,baker city,44.7749,-117.8344,2.84,59,100,8.75,US,1681348588
557,suleja,9.1758,7.1808,27.55,55,1,0.9,NG,1681348828
558,axim,4.8699,-2.2405,26.46,88,14,2.45,GH,1681348346
559,rocky mountain house,52.3668,-114.9188,3.06,65,91,2.06,CA,1681348829
560,tura,25.5198,90.2201,24.96,33,0,1.4,IN,1681348829
561,maralal,1.0968,36.698,14.92,87,100,2.16,KE,1681348829
562,vila,42.0304,-8.1588,2.49,89,100,1.32,PT,1681348829
563,malanville,11.8685,3.3899,30.65,23,44,3.04,BJ,1681348830
564,tiznit,29.5833,-9.5,20.12,28,0,1.11,MA,1681348358
565,fort nelson,58.8053,-122.7002,9.54,40,76,2.8,CA,1681348294
566,ribeirao branco,-24.2208,-48.7656,16.27,98,0,0.54,BR,1681348830
567,dusi,12.7667,79.6833,24.14,65,0,2.4,IN,1681348830
568,denizli,37.8402,29.0698,7.52,88,31,0.97,TR,1681348830
569,toucheng,24.8592,121.8233,28.94,79,30,4.07,TW,1681348830
570,paragominas,-2.9667,-47.4833,22.58,97,36,1.23,BR,1681348830
571,kruisfontein,-34.0033,24.7314,11.05,72,8,2.92,ZA,1681348296
572,peniche,39.3558,-9.3811,13.39,63,100,8.25,PT,1681348831
573,chulym,55.0997,80.9572,2.69,57,100,7.58,RU,1681348831
574,buin,-33.7333,-70.75,19.51,65,100,1.25,CL,1681348831
575,ukiah,39.1502,-123.2078,15.24,47,0,9.26,US,1681348831
576,starokostyantyniv,49.7576,27.2034,6.33,96,100,3.41,UA,1681348831
577,posse,-14.0931,-46.3694,21.45,76,87,1.85,BR,1681348832
578,qidong,31.8128,121.6561,17.74,64,100,7.37,CN,1681348832
579,braesti,47.15,27.1,8.72,86,100,3.26,RO,1681348832
580,teahupoo,-17.8333,-149.2667,27.98,75,18,5.04,PF,1681348380
581,ishigaki,24.3448,124.1572,26.07,78,20,6.17,JP,1681348833
582,beyla,8.6833,-8.6333,22.8,47,2,1.45,GN,1681348833
583,svetlogorsk,52.6333,29.7333,8.55,85,100,4.39,BY,1681348833
584,harindanga,22.0383,88.3214,28.34,36,0,2.27,IN,1681348812
585,champerico,14.3,-91.9167,29.35,63,100,2.75,GT,1681348330
586,isoka,-10.1606,32.6335,17.38,99,100,0.96,ZM,1681348392
587,campbeltown,55.4258,-5.6076,6.03,87,99,13.32,GB,1681348833
588,puerto baquerizo moreno,-0.9,-89.6,26.55,83,40,1.03,EC,1681348347
589,warrington,53.3925,-2.5802,7.93,86,75,12.86,GB,1681348380
590,honiara,-9.4333,159.95,29.48,70,41,2.05,SB,1681348384
591,ambato,-1.2491,-78.6168,13.22,64,100,1.51,EC,1681348750
